_index_water,_type_water,_id_water,_score_water,_source.Data.applicationType,_source.Data.applicationNo,_source.Data.oldConnectionNo,_source.Data.proposedPipeSize,_source.Data.pipeSize,_source.Data.connectionType,_source.Data.applicationStatus,_source.Data.roadCuttingArea,_source.Data.rainWaterHarvesting,_source.Data.id,_source.Data.dateEffectiveFrom,_source.Data.propertyId,_source.Data.connectionNo,_source.Data.proposedTaps,_source.Data.noOfTaps,_source.Data.workflow.action,_source.Data.waterSource,_source.Data.connectionCategory,_source.Data.connectionHolders.0.ownerType,_source.Data.connectionHolders.0.gender,_source.Data.connectionHolders.0.mobileNumber,_source.Data.connectionHolders.0.emailId,_source.Data.connectionHolders.0.locale,_source.Data.connectionHolders.0.type,_source.Data.connectionHolders.0.uuid,_source.Data.connectionHolders.0.isPrimaryOwner,_source.Data.connectionHolders.0.correspondenceAddress,_source.Data.connectionHolders.0.ownerShipPercentage,_source.Data.connectionHolders.0.permanentAddress,_source.Data.connectionHolders.0.pan,_source.Data.connectionHolders.0.relationship,_source.Data.connectionHolders.0.accountLocked,_source.Data.connectionHolders.0.institutionId,_source.Data.connectionHolders.0.lastModifiedDate,_source.Data.connectionHolders.0.lastModifiedBy,_source.Data.connectionHolders.0.fatherOrHusbandName,_source.Data.connectionHolders.0.active,_source.Data.connectionHolders.0.userName,_source.Data.connectionHolders.0.aadhaarNumber,_source.Data.connectionHolders.0.createdBy,_source.Data.connectionHolders.0.dob,_source.Data.connectionHolders.0.name,_source.Data.connectionHolders.0.permanentCity,_source.Data.connectionHolders.0.status,_source.Data.additionalDetails.adhocPenaltyComment,_source.Data.additionalDetails.adhocPenaltyReason,_source.Data.additionalDetails.adhocRebateReason,_source.Data.additionalDetails.estimationLetterDate,_source.Data.additionalDetails.adhocRebate,_source.Data.additionalDetails.detailsProvidedBy,_source.Data.additionalDetails.locality,_source.Data.additionalDetails.estimationFileStoreId,_source.Data.additionalDetails.sanctionFileStoreId,_source.Data.additionalDetails.adhocRebateComment,_source.Data.additionalDetails.adhocPenalty,_source.Data.additionalDetails.appCreatedDate,_source.Data.additionalDetails.initialMeterReading,_source.Data.roadType,_source.Data.connectionExecutionDate,_source.Data.meterInstallationDate,_source.Data.meterId,_source.Data.tenantId,_source.Data.status,_source.Data.plumberInfo.0.licenseNo,_source.Data.plumberInfo.0.mobileNumber,_source.Data.plumberInfo.0.auditDetails.lastModifiedTime,_source.Data.plumberInfo.0.auditDetails.lastModifiedBy,_source.Data.plumberInfo.0.name,_source.Data.plumberInfo.0.id,_source.Data.workflow.assignes.0,_source.Data.roadCuttingInfo.0.roadType,_source.Data.roadCuttingInfo.0.roadCuttingArea,_source.Data.roadCuttingInfo.0.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.0.auditDetails.createdBy,_source.Data.roadCuttingInfo.0.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.0.auditDetails.createdTime,_source.Data.roadCuttingInfo.0.id,_source.Data.roadCuttingInfo.0.status,_source.Data.roadCuttingInfo.1.roadType,_source.Data.roadCuttingInfo.1.roadCuttingArea,_source.Data.roadCuttingInfo.1.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.1.auditDetails.createdBy,_source.Data.roadCuttingInfo.1.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.1.auditDetails.createdTime,_source.Data.roadCuttingInfo.1.id,_source.Data.roadCuttingInfo.1.status,_source.Data.roadCuttingInfo.2.roadType,_source.Data.roadCuttingInfo.2.roadCuttingArea,_source.Data.roadCuttingInfo.2.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.2.auditDetails.createdBy,_source.Data.roadCuttingInfo.2.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.2.auditDetails.createdTime,_source.Data.roadCuttingInfo.2.id,_source.Data.roadCuttingInfo.2.status,_source.Data.roadCuttingInfo.3.roadType,_source.Data.roadCuttingInfo.3.roadCuttingArea,_source.Data.roadCuttingInfo.3.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.3.auditDetails.createdBy,_source.Data.roadCuttingInfo.3.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.3.auditDetails.createdTime,_source.Data.roadCuttingInfo.3.id,_source.Data.roadCuttingInfo.3.status,_index_meter,_type_meter,_id_meter,_score_meter,_source.Data.meterStatus,_source.Data.currentReadingDate,_source.Data.currentReading,_source.Data.lastReading,_source.Data.billingPeriod,_source.Data.lastReadingDate
water-services,general,ab01cf34-f657-4f08-93c0-894ac16bbeddpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000374,,0.5,0.5,Metered,CONNECTION_ACTIVATED,0.0,,ab01cf34-f657-4f08-93c0-894ac16bbedd,0.0,PG-PT-2021-05-20-005766,WS/1013/2021-22/000123,2,2.0,ACTIVATE_CONNECTION,SURFACE.POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621521938792.0,,Self,JLC647,79bb7648-2633-4795-84d5-e6cad5c05dc1,1855655a-91b8-437c-84fc-15c8e9b4cbc5,,,1621521535176.0,100.0,,1609525799000.0,1614623399000.0,1111,pg.citya,Active,,,,,,,,CCROAD,20.0,1621522689404.0,,d2634340-7034-4809-a20f-ce3851af51ce,,9985aca1-e576-4bff-a5e9-cb93e095057a,ACTIVE,BMPREMIXROAD,20.0,1621522689404.0,,d2634340-7034-4809-a20f-ce3851af51ce,,80baad0e-03a3-48b9-90eb-0ec364d35ada,ACTIVE,,,,,,,,,,,,,,,,,meter-services,general,1fd0ad25-9c89-4d48-a48b-71abbb466514WS/1013/2021-22/000123,1,Working,1617301799000,111111.0,400.0,01/03/2021 - 01/04/2021,1614623399000
water-services,general,b2133794-5e39-4c8f-88b2-a82ae8c3f001pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000387,,0.25,0.25,Metered,CONNECTION_ACTIVATED,0.0,,b2133794-5e39-4c8f-88b2-a82ae8c3f001,0.0,PG-PT-2021-05-24-005794,WS/1013/2021-22/000133,3,3.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621855962406.0,,Self,JLC1,136aee96-83bb-402a-b5ec-35ea25649992,1c751e0a-625f-4378-bfa5-bb44b8a7f3ee,,,1621855660756.0,500.0,,1612290599000.0,1612808999000.0,20,pg.citya,Active,,,,,,,,BERMCUTTINGKATCHA,200.0,1621855993796.0,,9c5cee67-2019-48ef-88d0-1cf9119a7f8a,,88ee433f-3d39-45c6-a3d3-fc900e393c91,ACTIVE,BRICKPAVING,10.0,1621855993796.0,,9c5cee67-2019-48ef-88d0-1cf9119a7f8a,,f0cce2ab-c681-4c1f-862f-f333693ae30a,ACTIVE,,,,,,,,,,,,,,,,,meter-services,general,e39498d1-3657-4557-8c96-6a33af6152e1WS/1013/2021-22/000133,1,Working,1616610599000,1000.0,500.0,02/02/2021 - 24/03/2021,1612290599000
water-services,general,b2133794-5e39-4c8f-88b2-a82ae8c3f001pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000387,,0.25,0.25,Metered,CONNECTION_ACTIVATED,0.0,,b2133794-5e39-4c8f-88b2-a82ae8c3f001,0.0,PG-PT-2021-05-24-005794,WS/1013/2021-22/000133,3,3.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621855962406.0,,Self,JLC1,136aee96-83bb-402a-b5ec-35ea25649992,1c751e0a-625f-4378-bfa5-bb44b8a7f3ee,,,1621855660756.0,500.0,,1612290599000.0,1612808999000.0,20,pg.citya,Active,,,,,,,,BERMCUTTINGKATCHA,200.0,1621855993796.0,,9c5cee67-2019-48ef-88d0-1cf9119a7f8a,,88ee433f-3d39-45c6-a3d3-fc900e393c91,ACTIVE,BRICKPAVING,10.0,1621855993796.0,,9c5cee67-2019-48ef-88d0-1cf9119a7f8a,,f0cce2ab-c681-4c1f-862f-f333693ae30a,ACTIVE,,,,,,,,,,,,,,,,,meter-services,general,a7d0dc4f-e02f-452a-9e9a-324e2383f071WS/1013/2021-22/000133,1,Working,1612290599000,500.0,500.0,02/02/2021 - 02/02/2021,1612290599000
water-services,general,09b0993b-3b14-4544-bce5-3ee7cd403a44pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000337,,0.5,0.5,Metered,CONNECTION_ACTIVATED,0.0,,09b0993b-3b14-4544-bce5-3ee7cd403a44,0.0,PG-PT-2021-04-15-005712,WS/1013/2021-22/000109,3,3.0,ACTIVATE_CONNECTION,GROUND.HANDPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618469518179.0,,Self,JLC647,e81ef3f1-aa25-4ba2-95ab-b781bb7e30eb,527d2683-be63-4a93-833b-ce5ee7de6df5,,,1618468716321.0,100.0,,1609525799000.0,1609525799000.0,1234,pg.citya,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,83385498-2512-4329-a43f-454b0026ac1dWS/1013/2021-22/000109,1,Working,1609525799000,100.0,100.0,01/01/2021 - 01/01/2021,1609525799000
water-services,general,4f8e3d1d-506e-49a5-a51b-c0d7cbe7cddcpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000403,,0.25,0.25,Metered,CONNECTION_ACTIVATED,0.0,,4f8e3d1d-506e-49a5-a51b-c0d7cbe7cddc,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000139,5,5.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622460395466.0,,Self,JLC647,16e9426d-1813-4d80-ac94-7ba50db138c7,b832e235-6938-438d-907e-08291522a8b9,,,1622460191646.0,444.0,,1619893799000.0,1619893799000.0,44,pg.citya,Active,,,,,,,,BERMCUTTINGKATCHA,3333.0,1622460470496.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,ae4c2d31-6821-42a7-8ef8-de86b3183c8e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,cb6a2e18-32c2-400d-876c-893da04937c8WS/1013/2021-22/000139,1,Working,1625164199000,789.0,444.0,01/05/2021 - 01/07/2021,1619893799000
water-services,general,4f8e3d1d-506e-49a5-a51b-c0d7cbe7cddcpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000403,,0.25,0.25,Metered,CONNECTION_ACTIVATED,0.0,,4f8e3d1d-506e-49a5-a51b-c0d7cbe7cddc,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000139,5,5.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622460395466.0,,Self,JLC647,16e9426d-1813-4d80-ac94-7ba50db138c7,b832e235-6938-438d-907e-08291522a8b9,,,1622460191646.0,444.0,,1619893799000.0,1619893799000.0,44,pg.citya,Active,,,,,,,,BERMCUTTINGKATCHA,3333.0,1622460470496.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,ae4c2d31-6821-42a7-8ef8-de86b3183c8e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,fa018aac-7f39-4df4-ba6d-da734aeed677WS/1013/2021-22/000139,1,Working,1619893799000,444.0,444.0,01/05/2021 - 01/05/2021,1619893799000
water-services,general,4f8e3d1d-506e-49a5-a51b-c0d7cbe7cddcpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000403,,0.25,0.25,Metered,CONNECTION_ACTIVATED,0.0,,4f8e3d1d-506e-49a5-a51b-c0d7cbe7cddc,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000139,5,5.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622460395466.0,,Self,JLC647,16e9426d-1813-4d80-ac94-7ba50db138c7,b832e235-6938-438d-907e-08291522a8b9,,,1622460191646.0,444.0,,1619893799000.0,1619893799000.0,44,pg.citya,Active,,,,,,,,BERMCUTTINGKATCHA,3333.0,1622460470496.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,ae4c2d31-6821-42a7-8ef8-de86b3183c8e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,824425d0-2ef1-4fcc-bc6e-61ea9c4d21f7WS/1013/2021-22/000139,1,Working,1626373799000,1568.0,789.0,01/07/2021 - 15/07/2021,1625164199000
water-services,general,64f072ad-9fdc-49fc-bda6-b8f30f880464pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000405,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,64f072ad-9fdc-49fc-bda6-b8f30f880464,0.0,PG-PT-2021-06-03-005814,WS/1013/2021-22/000140,2,2.0,ACTIVATE_CONNECTION,SURFACE.POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622699703192.0,,Self,JLC647,0d3e12d0-00f8-4ef0-96aa-98f0819dfb24,8c8cd8fd-d0d0-49ab-96b0-ec3a2feb8c96,,,1622699454712.0,100.0,,1609525799000.0,1609525799000.0,1111,pg.citya,Active,,,,,,,,BMPREMIXROAD,20.0,1622699761972.0,,d2634340-7034-4809-a20f-ce3851af51ce,,0af49b22-5418-4a75-bbd0-9b1650148495,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,f6eeb8fb-9613-4b7f-9811-a81d6c03a1a7WS/1013/2021-22/000140,1,Working,1609525799000,100.0,100.0,01/01/2021 - 01/01/2021,1609525799000
water-services,general,28b82bc7-94b6-4959-8933-1a44ef289361pg.citya,1,MODIFY_WATER_CONNECTION,WS_AP/1013/2021-22/000413,,0.75,0.5,Metered,APPROVED,0.0,,28b82bc7-94b6-4959-8933-1a44ef289361,1630261799000.0,PG-PT-2021-04-15-005711,WS/1013/2021-22/000111,2,2.0,APPROVE_CONNECTION,SURFACE.POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self,JLC647,,,,,1627463584353.0,1000.0,,1630175399000.0,1609612199000.0,1112,pg.citya,Active,,,,,,,,CCROAD,20.0,1627504432919.0,,27ed7240-bbaf-4177-8d29-3d188ca5327e,,06dc9328-5759-4456-b49a-8ffac4b20f01,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,b22086f1-dc56-4d8d-8293-9e063a185e94WS/1013/2021-22/000111,1,Working,1609612199000,100.0,100.0,02/01/2021 - 02/01/2021,1609612199000
water-services,general,e018a39c-2fb6-4dad-9c7b-292b2f888f4apg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000336,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,e018a39c-2fb6-4dad-9c7b-292b2f888f4a,0.0,PG-PT-2021-04-15-005711,WS/1013/2021-22/000111,2,2.0,ACTIVATE_CONNECTION,SURFACE.POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618469495876.0,,Self,JLC647,4508c22c-9d95-45aa-8028-3bc9aa338d66,ef796e9d-2511-47f5-adc6-1eddc99f570c,,,1618468434137.0,100.0,,1609612199000.0,1609612199000.0,1111,pg.citya,Active,,,,,,,,CCROAD,20.0,,,,,7657a7b7-6305-451c-b6fc-fc6000769e1f,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,b22086f1-dc56-4d8d-8293-9e063a185e94WS/1013/2021-22/000111,1,Working,1609612199000,100.0,100.0,02/01/2021 - 02/01/2021,1609612199000
water-services,general,55aab1e6-8458-411e-a82c-0fb96a68f54epg.citya,1,MODIFY_WATER_CONNECTION,WS_AP/1013/2021-22/000414,,0.75,0.75,Metered,INITIATED,0.0,,55aab1e6-8458-411e-a82c-0fb96a68f54e,0.0,PG-PT-2021-04-15-005711,WS/1013/2021-22/000111,2,2.0,INITIATE,SURFACE.POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self,JLC647,,,,,1627504729186.0,100.0,,1609612199000.0,1609612199000.0,1111,pg.citya,Active,,,,,,,,CCROAD,20.0,1627504729186.0,47644eac-3c6f-470a-8bfe-0fc8624e06c6,47644eac-3c6f-470a-8bfe-0fc8624e06c6,1627504729186.0,bbce9d88-4b06-4230-a397-fa180194606f,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,b22086f1-dc56-4d8d-8293-9e063a185e94WS/1013/2021-22/000111,1,Working,1609612199000,100.0,100.0,02/01/2021 - 02/01/2021,1609612199000
water-services,general,c8006dd0-b219-4adb-bc1e-f20b220faa9bpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000449,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,c8006dd0-b219-4adb-bc1e-f20b220faa9b,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000163,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632888395778.0,,ULB,JLC647,f6b875d7-7321-4d25-9e22-24d29343d51c,82c2c3a8-38cc-440c-86aa-174828e4eb2a,,,1632888280941.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,4354,9111111111,1632888420274.0,d98a98fc-30bd-40a0-a667-87751f105886,sadfasd,f1ce2db9-b603-4008-a941-cedb53b624bd,,BERMCUTTINGKATCHA,1200.0,1632888420274.0,,d98a98fc-30bd-40a0-a667-87751f105886,,459405b0-35d3-40f6-ac20-c2d084f00eef,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,c46bd459-87ec-4ba0-b1d7-7b9776f53943WS/1013/2021-22/000163,1,Working,1632888437849,124000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,c8006dd0-b219-4adb-bc1e-f20b220faa9bpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000449,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,c8006dd0-b219-4adb-bc1e-f20b220faa9b,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000163,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632888395778.0,,ULB,JLC647,f6b875d7-7321-4d25-9e22-24d29343d51c,82c2c3a8-38cc-440c-86aa-174828e4eb2a,,,1632888280941.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,4354,9111111111,1632888420274.0,d98a98fc-30bd-40a0-a667-87751f105886,sadfasd,f1ce2db9-b603-4008-a941-cedb53b624bd,,BERMCUTTINGKATCHA,1200.0,1632888420274.0,,d98a98fc-30bd-40a0-a667-87751f105886,,459405b0-35d3-40f6-ac20-c2d084f00eef,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,c025819d-0f85-4804-9752-1c308fae5ef9WS/1013/2021-22/000163,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,dda0c141-2127-454a-915d-85dbf5bb84fbpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000447,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,dda0c141-2127-454a-915d-85dbf5bb84fb,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000161,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632888009690.0,,ULB,JLC647,ecb21c75-e007-4c5b-9885-ada0e62b5efb,de05faf3-d5b1-4f39-86d6-12cf5f993779,,,1632887875313.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,2333,9111111111,1632888035898.0,d98a98fc-30bd-40a0-a667-87751f105886,sdfdsf,b3e09378-98e7-401a-a488-280386767267,,BERMCUTTINGKATCHA,1200.0,1632888035898.0,,d98a98fc-30bd-40a0-a667-87751f105886,,a70b0914-aa09-4c3f-908d-a65300730c9e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,5951e6cf-26ae-4b05-ad99-81c4548a9553WS/1013/2021-22/000161,1,Working,1632888058052,124000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,dda0c141-2127-454a-915d-85dbf5bb84fbpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000447,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,dda0c141-2127-454a-915d-85dbf5bb84fb,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000161,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632888009690.0,,ULB,JLC647,ecb21c75-e007-4c5b-9885-ada0e62b5efb,de05faf3-d5b1-4f39-86d6-12cf5f993779,,,1632887875313.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,2333,9111111111,1632888035898.0,d98a98fc-30bd-40a0-a667-87751f105886,sdfdsf,b3e09378-98e7-401a-a488-280386767267,,BERMCUTTINGKATCHA,1200.0,1632888035898.0,,d98a98fc-30bd-40a0-a667-87751f105886,,a70b0914-aa09-4c3f-908d-a65300730c9e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,1a1001c1-04df-409b-a644-257e1a3a2203WS/1013/2021-22/000161,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,2aa10b17-d237-4a3d-b9b1-f6e1f089dabdpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000453,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,2aa10b17-d237-4a3d-b9b1-f6e1f089dabd,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000167,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632889400782.0,,ULB,JLC647,a94282c4-16e9-4279-af62-1b67f24633af,9016dad5-3b1f-4337-b453-c41580a95fbc,,,1632889286981.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,2343,9111111111,1632889426683.0,d98a98fc-30bd-40a0-a667-87751f105886,dfasdf,6232e2e5-a6cd-44e3-8c97-ba724041734e,,BERMCUTTINGKATCHA,1200.0,1632889426683.0,,d98a98fc-30bd-40a0-a667-87751f105886,,81df2d17-0b70-439f-8747-7d5b7f4f1649,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,37a91f3f-b169-400d-8216-69121074a6f5WS/1013/2021-22/000167,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,2aa10b17-d237-4a3d-b9b1-f6e1f089dabdpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000453,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,2aa10b17-d237-4a3d-b9b1-f6e1f089dabd,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000167,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632889400782.0,,ULB,JLC647,a94282c4-16e9-4279-af62-1b67f24633af,9016dad5-3b1f-4337-b453-c41580a95fbc,,,1632889286981.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,2343,9111111111,1632889426683.0,d98a98fc-30bd-40a0-a667-87751f105886,dfasdf,6232e2e5-a6cd-44e3-8c97-ba724041734e,,BERMCUTTINGKATCHA,1200.0,1632889426683.0,,d98a98fc-30bd-40a0-a667-87751f105886,,81df2d17-0b70-439f-8747-7d5b7f4f1649,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,dd782b85-64b7-4412-9835-f8036f5b4293WS/1013/2021-22/000167,1,Working,1632889453123,124000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,efd3353a-f39c-4512-a64c-ec19df870b5epg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000443,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,efd3353a-f39c-4512-a64c-ec19df870b5e,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000157,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632868306857.0,,ULB,JLC647,815f02e0-66f1-4c52-a5ae-891bcdeef81e,84a2609b-c7d1-4a51-8776-eccc46cc0158,,,1632867947718.0,123456.0,,1630520999000.0,1630520999000.0,3322,pg.citya,Active,23324,9111111111,1632868552770.0,d98a98fc-30bd-40a0-a667-87751f105886,Raj,c8794a68-41ba-430e-9a7a-e71409a8ba9b,,BERMCUTTINGKATCHA,1200.0,1632868552770.0,,d98a98fc-30bd-40a0-a667-87751f105886,,d676a123-bf51-44ec-82b8-028b7b585bb3,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,5bbf8207-3f7d-45be-986e-e25f011458edWS/1013/2021-22/000157,1,Working,1632868692915,124300.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,efd3353a-f39c-4512-a64c-ec19df870b5epg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000443,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,efd3353a-f39c-4512-a64c-ec19df870b5e,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000157,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632868306857.0,,ULB,JLC647,815f02e0-66f1-4c52-a5ae-891bcdeef81e,84a2609b-c7d1-4a51-8776-eccc46cc0158,,,1632867947718.0,123456.0,,1630520999000.0,1630520999000.0,3322,pg.citya,Active,23324,9111111111,1632868552770.0,d98a98fc-30bd-40a0-a667-87751f105886,Raj,c8794a68-41ba-430e-9a7a-e71409a8ba9b,,BERMCUTTINGKATCHA,1200.0,1632868552770.0,,d98a98fc-30bd-40a0-a667-87751f105886,,d676a123-bf51-44ec-82b8-028b7b585bb3,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,ae6cfebf-4a36-4c86-8fa8-b588999f1146WS/1013/2021-22/000157,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,e8d98993-1cfe-456b-a3ca-c8966ef9cf0bpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000416,,0.25,0.5,Metered,CONNECTION_ACTIVATED,,,e8d98993-1cfe-456b-a3ca-c8966ef9cf0b,,PG-PT-2021-04-12-005694,WS/1013/2021-22/000142,5,5.0,ACTIVATE_CONNECTION,GROUND.HANDPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self,JLC647,,,,,,444.0,,1625164199000.0,1625164199000.0,44,pg.citya,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,1f36c153-2cd0-4521-9fb4-27ec1b0d43dbWS/1013/2021-22/000142,1,Working,1626200999000,1000.0,678.0,08/07/2021 - 13/07/2021,1625768999000
